TicketId,Text
162,"سلام. خوب هستید؟ ببخشید من یه مسئله ای رو خواستم باهاتون در میون بزارم. حقیقتا من سیستمم خیلی ضعیفه اما سعی ام و میکنم این نقص رو با چیزهایی مثل colab رفع کنم و دور بزنم. تو دور و اطرافم هم سیستم جمع و جوری که کار رو خیلی راه بندازه ندارم. سیستمم مال سال 2008 هست و غیر از 2 گیگ رم اضافه کردن و عوض شدن ویندوز تغییر خاصی نکرده. تو مرحله ها اصرار خاص و به جایی هست که پاسخ ها رو تو فایل pdf ادیت کنید و بفرستید. برای من تو کامپیوتر باز کردن این نرم افزار ها حتی ورد هم کابوسه، میره رو فاز هنگ کردن. برای همین مجبور میشم جوابم رو تو فایل txt بریزم و بفرستم. البته اگر دیدم خیلی نیازه میرم که تو گوشی pdf کنم ولی خب اونم  خواستم در جریان باشید خدایی نکرده سوئ تفاهم پیش نیاد که من تقلب میکنم. ان شاء الله بتونم تو این زمینه موفق باشم"
162,"سلام مجدد. میتونم تمارین رو فایل نوت بوک بفرستم، یا لینک colab تو فایل txt بفرستم؟"
162,"سلام خدا قوت و خسته نباشید. آقا من علاقه خیلی زیادی به مباحث هوش مصنوعی دارم و های تونستم فقط تا اواسط تابستون جلو بیام. الآن تو فضای کنکور هستم و دارم برای رشته علوم یا مهندسی کامپیوتر می‌خونم، تا ان‌شاءالله در اسرع وقت بتونم وارد رسته هوش مصنوعی بشم. ولی خب حداقل تا بعد از کنکور سال آینده (تیرماه) نمیتوانم رو محتوا تمرکز کنم. میشه محتوا ها رو از دسترس خارج نکنید؟ تجربه شما عزیزان خیلی مفیده و روشن کننده مسیر پیش روی ما..."
162,"رویداد دوم هوش مصنوعی؟، بسیار عالیه اگر باشه..."
163,سلام ببخشید من میخواستم تمرین هارو ارسال کنم ولی زده مهلتش تموم شده میشه لطفا یه مهلت دیگه هم بدید بهم؟ ببخشید واقعا..
164,سلام وقت بخیر امروز اومدم فیلم هایی رو که گذاشتین رو ببینیم ولی بالا نمیاد میزنه خطایی رخ داده مشکل چیه؟ 
165,سلام و عرض خسته نباشید ویدیو های قسمت محتوای آموزشی چرا خاکستری و غیرفعال شدند و وقتی روشون کلیک میکنم ارور میده و میگه خطا رخ داده و زیرشم گزینه تلاش مجدد هست ولی فایده ای نداره چون بازم ویدیو ها غیرفعالن
165,به این شکله قسمت محتوای آموزشی
165,"سلام، ممنونم"
165,میشه این تیکت رو ببندید؟ چون نمیزاره تیکت دیگه ای با این موضوع ثبت کنم
165,با سپاس🙏
165,"سلام، خیلی ممنون"
165,سلام خسته نباشید در مورد چالش اول المپیک کی برد سوال داشتم اینکه من پاسخ رو ارسال کردم ولی امتیازی که کسب کردم هنوز مشخص نیست اگه راهنمایی کنید ممنون میشم
165,حدود یکی دو هفته هم از پایان چالش اول گذشته ولی هنوز امتیاز کسب شده مشخص نیست
165,"بله چشم، خیلی ممنون"
166,سلام من  نمی توانم دروه ها رو باز کنم بهم ارور میده. همه دوره ها رنگ خاکستری دارن.
166,این تصویر از دوره ها
166,سلام می خواستم بگم اگه میشه علاوه بر فایل های pdf فایل های power point اش رو هم بزارید چون بعضی از توضیحات در pdf‌ وجود ندارد
166,این عکس pdf یکی از دوره های آموزشی است که کامل نیست
166,ولی خودشون گفتن توی این بخش تیکت کنم
166,"سلام خسته نباشید, بابت همون مشکلی که درباره ای فایل pdf یکی از درس ها گفتم میخواستم بپرسم فایل power point اش رو هم میزارید یا فایل pdf اش اون بخش هایی که ناقص هستش رو کامل می کنید؟"
166,باشه ممنون
167,ویدیو ها همه غیرفعال هستند
168, با سلام  امروز زمانی که خواستم محتوا اموزشی رو ببینم با خطا رو برو شدم مشکل از سایت هست یا سیستم من؟
168,هنوز هم رفع نشده؟
168,سلام مثل اینکه مشکل از سمت من بوده حل شد
168,خیلی ممنون
168,با سلام 
168,چرا برنامه زمانی رویداد تغییر کرد؟ خوب میشد ثبت نامی های جدید یکم سرعتشون رو بالا ببرند و به روند عادی رویداد برسند که اموزش های تخصصی هم با اغاز سال تحصیلی مدارس تطابق زیادی نداشته با شند؟
168,چون تو طول تابستون وقت ازاد زیاده و میشه اموزش ها یکم فشرده بشه 
168,حداقل یه بخشی از اموزش های بخش تخصصی باید در تابستون باشه . چه بسا خیلی زیادش که بچه ها بتونن تو یکی دو ماه اول پروژه ها رو اماده کنن 
168,منظورم یکی دو ماه اول سال تحصیلی هست
168,با سلام . ممنونم 
168,با سلام 
168,مگه تمرین ها رو بعد از یک هفته م نمی شد ارسال کرد البته با امتیاز 3 ؟؟
168,الان نمی تونم تمرین های کتابخانه پانداس رو ارسال کنم
168,سلام من به خاطر مشکل وقت نتونستم چالش یک رو انجام بدم البته تقریبا نصف کار رو انجام داده بودم حالا پاسخ چالش کی منتشر میشه ؟
168,"llk,k"
168,ممنون 
168,"سلام  من تا جلسه ۱۴دیدم و یه هفته در کل وقت دارم تا ادامه مباحث رو تا ۲۱ مطالعه کنم، اما از بخش تخصصی میترسم که عقب بمونم و نتونم پروژه آخر رو هم ارسال کنم"
168,ضمنا من نهم ام و انتخاب رشته و نمونه تیزهوشان و ...
168,میترسم از درس ها بمونم 
168,امتیاز همم که پایینه
168,به نظر شما چطوری برنامه ریزی کنم 
168,تو المپیک هم خوب نبودم
168,😢😢
168, سلام چرا اموزش های فاز اول حذف شدن؟
169,سلام تمام محتوا های آموزشی برای من بسته شد در حالی که من تا بخش از قسمت 5 رو دیدم و تمرین هارو فرستادم 
170,سلام وقت بخیر یک ویدیو دیدم بعد بقیه برام غیرفعال شده چیکار کنم؟؟ ممنون میشم راهنمایی کنید 
170,بله ممنون
170,سلام وقتتون بخیر..
170,ببخشید من یکی از سوالای تمرین آشنایی با مفاهیم و یادگیری ماشین اشتباه نوشتم....راهی برای برگشت نیست مه اصلاحش کنم؟؟
170,ممنون میشم راهنمایی کنید🌹
170,??
170,??
170,??
170,??
170,سلام وقت یخیر
170,ببخشید من فقط یکی از سوالای اموزش پایتون 3 قست رو انجام دادم بعد دسترسی برام غیر فعال شد که بتونم دوتا سوال دیگه رو جواب بدم
170,ممنون میشم راهنمایی کنید
171,"سلام خدمت پشتیبانی عزیز آکادمی کیبرد  ببخشید من یه مشکلی توی محتوای آموزشی داشتم   گویا این محتوای آموزشی برای من بسته شده و من دسترسی برای دیدن این ویدئو ها ندارم. من کلیپ جلسه چهارم رو ندیدم و الان که  میخواستم اون رو باز کنم ، برای من قفل شده . چون توی روبیکا هم گذاشتید که تا روز ۱۹ اردیبهشت وقت داریم جلسه چهارم و پنجم رو ببینیم و تمارین رو ارسال کنیم.  با تشکر از راهنمایی شما "
171,سلام با تشکر از شما مشکل حل شده 
172,"سلام، چرا ویدئو ها باز نمیشن؟"
172,‌
172,بله درست شده
173,باز نمی شود
176,سلام من یه مشکل دارم.  در قسمت محتوای آموزشی وقتی روی یه ویدیو کلیک میکنم این اررور رو میده : Cannot read properties of  (reading 'split')
176,سلام . مشکل خودش حل شد .
177,با سلام محتوای آموزشی برای من نشان داده نمی شود. ممنون میشم راهنمایی بفرمایید 
178,سلام وقتتون بخیر❤ ببخشید من متاسفانه نتونستم جلسه اول تمریناشو به موقع بفرستم و الان همه چی برام قفله  خیلی منتظر موندم که درست بشه و حتی بهتون پیام هم دادم ولی درست نشد و همچنان الان همه چی برام قفله😭 آخه میدونین دقیقا همون موقعی که شما وقت تعیین کرده بودین برای ما مدارس سمپاد آزمون پایش گذاشته بودن و دقیقا دو روز بعدش هم ما امتحانات سنگین داشتیم و من واقعا نتونستم انجام بدم جلسه اول رو و الان هم همه چی برام قفله  الان باید چی کار کنم؟؟؟😭😭😭   
178,خیلی خیلی ممنونم از لطفتون🌺
179,سلام چطور تمرین هارو ایجاد کنم و ارسال کنم 
179,ممنونم
181,"سلام خسته نباشید من نمیتونم به محتوای آموزشی دسترسی داشته باشم و وقتی روی ویدیو ها میزنم برام باز نمیشه ، در ضمن لطف می کنید اگر مدت زمان ارسال تمرین را بیشتر کنید "
182,سلام من بعضی از ویدیو ها رو که پلی میکنم برام میزنه پاسخ شما ثبت شد و امتیازم هم صفر میشه یه بار دیگه هم پیام دادم گفتید به واحد فنی اطلاع دادیم اما دیگه جوابی ندادید ممنون میشم پیگیری کنید 
182,نه کلا نه ویدیو رو جلو بردن و نه سوالات رو یعنی تا ویدیو رو شروع کردم دکمه پلی رو که زدم بالای صفحه اومد پاسخ شما ثبت شد اصلا به سوالات نرسید حتی به معرفی استاد ویدیو رو هم عقب و جلو نکردم 
182,انگار یه لحظه صفحه باگ شد
182,ممنون فقط جوابش کی میاد؟
183,سلام خسته نباشید برای محتوای آموزشی که یه سری سوالات بین ویدئو میاد تا ما جواب بدیم بعضی از موضوعات اون سوالات هنوز تدریس نشدن و بعد از پرسش سوال تازه اون مبحث و توضیح میدن برای همین من شانسی زدم اونا رو یک سری امتیازات و بخاطر اینا نگرفتم لطفا رسیدگی کنید
185,سلام من تمرین آموزش برنامه‌نویسی پایتون(۱) قسمت 4 رو اشتباهی قسمت 3 رو فرستادم چیکار کنم اشکال داره
185,سلام یک سوال داشتم در فاز دوم اگر امتیازمون پایین تر از حد نصاب بشه چی میشه ؟ و این 13 ساعت هم اضافه شده برای وقت اضافه هست تا تمرین ها رو حل کنیم وقتی که من میزنم میگه وقت تمام شده ؟
185,چطوری باید محور تخصصی رو اعلام کنم
185,ثبت کردم
186,سلام وقت بخیر . در کانال اطلاع رسانی گفته شده بود که بارگزاری تکالیف جلسه سوم و چهارم تا امروز تمدید شده در حالی که در سایت تغییری ایجاد نشده و تکالیف برای ما بسته هست. اگر امکان داره حتی از جلسه اول و دوم یکبار امکان مجدد ارسال تمارین فراهم بشه چون زمان بندی آنها با امتحانات و مدرسه تداخل داشته و فکر می‌کنم مشکل خیلی از بچه ها باشه. ممنون
186,من به شخصه فقط در کانال اصلی عضو بودم و در اواسط بارگذاری محتوای آموزشی در کانال کی بردیا عضو شدم که از مهلت ارسال تمارین اطلاع پیدا کنم.
186,الان حتی اگر همه ویدیو های باقی مانده هم ببینم و تمارین رو ارسال کنم به امتیازاتی که در بورد زده شده نمیرسه. 
186,این عملا یعنی یک اطلاع رسانی نادرست باعث اختلاف امتیاز قابل توجهی بین شرکت کنندگان میشه که قابل جبران هم نیست
186,ممنونم
187,لطفا جلسات قبلی پاپیتون را دوباره ارسال مهلتش را تمدید کنید چون وقت ارسالی که برای ارسال آنها داده بودید توی زمان امتحانات میان ترم بوده و اصلا فرصت ارسال و دیدن گلیپ هارا نداشتیم لطفا رسیدگی کنید من الان نمیتونم هیچ کدوم از کلیپ هارا ببینم چون فیلم های قبلی را ندیدن فرصت آنها هم تمام شده من قبلا هم این موضوع رو گفتم به پشتیبان اما جوابی نگرفتم لل طفا هرچی سریعتر رسیدگی کنید که ما هم بتوانیم از فیلم هایی که ارائه میشه ببینیم  
187,۰خب به سوالات جواب دادم ولی ارسال نمیشه فبلم هارا هم که نگاه میکنم و سوالات رو جواب میدم وقتی میخوام ارسال کنم که ویدئو بعدی باز بشه میگه که مهلت ارسال تموم شده و برای دیدن فیلم هابعدی باید فیلم قبلی رو مشاهده کرد 
190,درود بنده الان متوجه شدم که محلت ارسال تکالیف اموزش ها به پایان رسیده.   هیچ فرصت دیگری وجود نداره برای ارسال؟
191,سلام لطفا مهلت ارسال تمارین پایتون 2 رو زیاد کنید. من به شخصه هر روز امتحان دارم و وقت کم میارم
192,در اپلیکیشن روبیکا محلت ارسال تمرین تمدید شده بود ولی در سایت اتمام زمان گزارش داده شد
192,اما برای من بروزرسانی نشده
194,مهلت ارسال تمرین ماشین ها جلسه یک تا ۲/۲۶ هست چرا الان که ۲۰ هست اجازه ارسال رو نمیدید  برای من ۱۸ ام زده بود تا ۲۶ ام وقت هست الان امدم بفرستم نوشته مهلت تمام شد
194,سلام خسته نباشید اگه در بخش امتیاز ها امتیاز مو جزوه ده تفر اول تباشه چه اتفاقی میوفتع؟؟        ایا از رویداد حذف می شویم¿¿¿
194,من پنج جلسه رو دیدم و کامل به سوالات داخل ویدیو جواب تدادم ولی بهم امتیاز نصفه داده و دیگه مجاز به پاسخ مجدد رو ندارم لطفا بزارید من به سوالا باز پاسخ بدم 
194,من نمی تونم به اخرین سوالی که در ویدیو مطرح میشه پاسخ بدم از اولین جلسه تا الان فقط ۴امتیاز از ۶ امتیاز برام ثبت میشه لطفا پیگیری کنید 😑😐
194,آقا من نمی تونم تو ویدیو به سوال آخر پاسخ بدم حتما باید بزنم روی گزینه ی من نیاز به دیدن ویدیو ندارم   و در اینجا می تونم به تمام سوالات پاسخ بدم من به پشتیبانی خیلی اطلاع دادم و گفتم ولی حتی بازدید هم نکردند لطفا الان که شما پاسخوی من هستید کمکم کنید اون امتیاز ها رو جبران کنم از ویدیو اول تا آخرین ویدیو من این مشکل رو داشتم 
194,خبر خوبتون اینکه می خواید با قسمت پروژه و همکاری های گروهی امتیاز هامون رو افزایش بدیم .    :)
194,و یا اینکه با دادن مسئله هایی که به پایتون مربوطه هر کس به درستی کدی رو زد امتیازی به بخش امتیاز هاش اضافه بشه و خوشحال بشه 🤗🤩🤩
194,ممنونم از راهنمایی تون زنده باشید🤗😍🤩
194,من به هیچ عنوان قصد اذیت کردن و سرکار گذاشتن شما رو ندارم ولی به اون خدا قسمت من نمی تونم به آخرین سوال داخل ویدیو ها پاسخ بدم  پایتون ۳  قسمت دوم  
194,😍🤩🤗
194,سامانه برا من کند باز میشه
194,پایتون چهار قسمت چهار به دوتا سوال پاسخ دادمد
194,باز کنید از اول پاسخ بدم 
194,خب
194,من به یکیش جواب ندادم
194,این دلیل نمیشه 
194,اگه امکانش هست میشه یه چک کنید ببیند تمرین هایی که من براتون فرستادم آیا در ملاک های شو برای تمرین تقلب شناخته می شود 
194,خب من از کجا بفهمم تمرین ها با ملاک های طلایی شما ارسال کردم : )
194,خیلی ممنونم سر زنده سلامت باشید که پاسخ گو بودید .
194,تمرین های مصور سازی من با گوشی انجام میدم لپ تاپ یا کامپیوتر ندارم میشه کمک کنید 
194,من داخل تمرین ها هم نوشتم وقتی وارد لینک میشم که کولب رو به گوگل متصل کنم و کد بزنم خطا میده    و من نمی تونم داخل فایل ورد شما تمرین ارسال کنم برام سخته با برنامه افیس خودم پی دی اف درست می کنم و تمرین ها رو می فرستم آیا مشکلی داره 
194,تد
194,نگاه خطا شده 
194,پایتونم همش کد میزنم خطا میاد اصلا کد های ساده هم اجرا نمیشه میشه بگید مشکل از کجای برنامه هستش
194,بعد من این تمرین هامو داخل ورد کی شما فرستادید تکمیل نکردم خودم پی دی ف درست کنم و فرستادم اشکال داره 
194,نمیشه من تمرین ها رو همین خودم داخل فایل دیگه ای درست کنم و بفرستم برام خیلی سخته که داخل فایل ورد شما تکمیل کنم بخدا خیلی مشکله برام زمان برم هست 
194,نمیشه سخته 
194,سلام صبح بخیر
194,بعد از ۱۸ ام شهریور دیگه ویدیو بارگذاری نمیشه 
194,سایت بسته میشه یا نه باز میمونه تا کسانی که هزینه و با آزمون وارد شدن استفاده کنن
194,¿¿
194,همه می تونن استفاده کننن            من تمرین هامو از جلسه اول تا این جسله داخل فایل افیس خودم درست کردم حالا می خواد چطور بشید لطفا رحم کنید  من گناه دارم  :)
194,میگم من خیلی عقب هستم امکان این هست که فقط ویدیو ببینم تا آخر کی برد می خواهم باشم تا جایی که شما آموزش میدید بعدش اصلا دوست داشتین ازم امتحان بگیرید من واقعا علاقمندم فقط به دلیل نداشتن گوشی اذیت میشم یکم. وای از پیش بر میام فقط شما بزارید همراهتان باشم تا اخر
194,لطفا
194,خدارو شکر
194,سلام آیا میشه شماره تلفن رو تغییر داد
194,رمز عبور فعلی چیه 
194,این سایت تا کی بازه و تا کی میشه از ویدیو ها استفاده کرد 
194,آیا در سال جدید هم این رویداد رپ از اول برگزار نی کنید 
194,چجوری ثبت نام انجام میشه و چه کسانی می تونن ثبت نام کنن
195,"سلام وقتتون بخیر  در رابطه با ارسال تمرین ها من دیشب متوجه شدم که یک فایل رو اشتباهی ارسال کردم ،امکانش هست تمرین اشتباهی رو اصلاح کنم؟"
196,سلام ببخشید این پردازش داده توسط خود ماشین انجام میشه یه کاربری که داده ها رو میده باید پردازش کنه تا داده غلط یا پرت داده نشه؟ منظورم اینه که خود ماشین میتونه این نوع داده ها رو تشخیص بده؟ (قسمت 3 یادگیری ماشین)
196,خیلی ممنون
200,سلام. من در دوره هوش مصنوعی ثبت نام کردم ولی  به دلیل امتحانات مدرسه  تازه ‌شروع به دیدن ویدئو ها کردم . ویدئو اول و دوم را هم دیدم ولی امکان دیدن بقیه ویدئو ها را ندارم .  لطفا امکان دیدن ویدئو ها را برای من فراهم کنید . 
200,"من به سوالات قسمت دوم پاسخ داده ام ولی امکان مشاهده قسمت سوم را ندارم . لطفا راهنمایی فرمایید ، این مشکل چگونه حل کنم "
201,سلام و وقت بخیر نحوه دسترسی به لینکهای منابع تکمیلی که اساتید محترم در پایان جلسه نمایش می دهند چگونه است؟    با تشکر
202,من در جلسه کلان چالش ها و هوش مصنوعی قسمت 1 کامل شرکت کردم و سوالات رو جواب دادم اما سیستم جلسه بعد رو برام نیاورد و گفت جلسه قبل رو ندیدم  دوباره وارد ودیو شدم و خواستم سوالات رو دوباره جواب بدم ولی سوالات رو نیاورد و من ویدیو رو به اخرش زدم  و پیام اومد این قسمت تموم شده  و امتیاز هام رفت لطفا امتیاز هام رو برگردونید.  
203,"سلام لطفا اگر میشه کمتر محدودیت ایجاد کنید، چون ما دانش آموز هستیم، الآن هم نزدیک به امتحانات نهایی هست و آینده مارو رقم میزنه، اگر نتونیم مدرک هوش مصنوعی از یه دانشگاه خوب بگیریم چه فایده داره...  مثلا؛ ارسال تکلیف برای کسب امتیاز خیلی زمان کمی داره..  ولی در کل از این اموزش متشکرمـ... "
204,سلام خسته نباشید  ببخشید در بخشی که آموزش پایتون بود من بعد از اینکه وارد vs code میشم و فایل جدید رو می سازم و کد هم میزنم اما برای من پیشنهاد وصل شدن به خود پایتون رو نمی آره و اجرا نمی کنه . چی کار کنم که درست بشه؟ ممنون از شما
204,.
204,آن اختار
204,این اخطار رو مبزنه
204,میزنه
204,سلام ممنون از راهنمایی تون دوباره نصب کردم اما او گذینه ای که تو آموزش میگن که با پایتون وصل میشه رو نمی آره.
204,چیجوری به گذینه ای  که از تو نرم افزار به پایتون وصل بشم؟
204,؟
205,سلام خسته نباشید ببخشید من کد برا تمرین AI0304 مینویسم میخام اجراش کنم ببینم عمل میکن یا نه یه بخشی از کد اجرا نمیشه یعنی برا تمرین اول قیمت میگیره مقدار میانگین هم بدست میاره اما کد که برا Max زدم اجرا نمیشه وقتی کد میانگین پاک میکنم Max اجرا میشه
205,سلام متاسفانه من عکس شناسنامه رو اشتباه آپلود کردم فرصت ویرایش ندارم؟
205,عکس شناسنامه
206,سلام وقت بخیر مهلت ارسال پاسخ سوالات و تمرین های جلسه چهارم تموم شده و من متاسفانه قسمت اخر جلسه چهارم رو الان دیدم اما جلسه پنجم برام باز نمیشه باید چکار کنم؟!
208,سلام خسته نباشید چطور تکالیفم رو انجام بدم و بارگذاری کنم؟
209,"باسلام؛ در مورد امتیازات بخش فردی مشکلی دارم. در چند ویدیو ابتدایی آموزش ها، هنوز سایت به پایداری کامل نرسیده بود و مشکلاتی داشت و از طرفی ما هم با رابط کاربری جدید سایت آشنا نبودیم. به همین دلیل، چند بار پیش آمده که سوالی را برایم نشان نداده بود اما به شکل عجیبی با امتیاز صفر، به ثبت رسیده بود. درخواست دارم که دو جلسه ابتدایی یعنی معرفی هوش مصنوعی و کلان چالش ها و هوش مصنوعی رو دوباره باز کنید تا بتونیم به سوالاتش پاسخ بدیم."
209,?
209,عه جالبه پس جواب اشتباه دادم
209,حله ممنونگ
209,#NAME?
209,"سلام مجدد. پیرو تیکت قبلی، دوباره من متوجه شدم که سایت باگ داره و گاهی اصلا سوال رو نشون نمیده بهم. بعد هم مینویسه که شما مثلا دو تا سوال رو بیشتر جواب ندادید در صورتی که اصلا سوال برای من نیومده حین پخش ویدیو"
209,"ممنون. دقیقا همین چیزی که شما میگید. برای من بعضی وقتها بدون اینکه یک سوال خاص(نه همه سوالات) رو بدون اینکه آبی بشهرد میکنه. حتی وقتی ویدیو رو بر میگردونم، بازم سوال باز نمیشه"
209,اما امتیاز که ثبت شده. الان چه فایده داره؟
209,"سلام مجدد. الان توی قسمت چهارم مصورسازی داده ها، من وقتی ویدیو رو زدم جلو که فقط بخش مورد نظر خودم رو ببینم. میخواستم که بعد از اینکه اون قسمت رو دیدم، از گزینه پایین ویدیو، همه سوالات رو یکجا جواب بدم. ولی یهو سایت خودش همه جواب ها رو ثبت کرد. نباید که خودش صفر ثبت کنه که. عجب"
209,s\hs
209,سپاس
209,"باسلام باتوجه به این که من سال دوازدهم هستم و امکان مشاهده فیلم ها رو ندارم، آیا ممکن هست که بعد از کنکور و در تابستان، فیلم ها رو مشاهده کنم(فقط جهت آموزش)؟ یعنی میمونن فیلما؟"
209,"سلام منظورتون از فروردین، اول فروردینه یا آخرش؟"
209,تشکر
210,سلام لطفا یک فرصتی در نظر بگیرید برای تمرین هایی که مهلت ارسالش گذشته
211,"سلام خسته نباشید،من به دلیل حجم زیاد درس ها و شروع امتحانات مدرسم تصمیم گرفته بودم که فیلم هارو از تابستان شروع کنم و الان متوجه شدم که مهلت ارسال خیلی از تکالیف به پایان رسیده ایا مشکلی ندارد؟"
212,"سلام وقتتون بخیر. میشه لطفا در این چند روزی که به دلیل امتحانات، محتوای جدید ارسال نمی شود، مهلت ارسال تمارین بخش سوم هم بیشتر کنید؟  بخش سوم که برنامه نویسی هست واقعا نیاز به تمرین داره و خصوصا به دلیل امتحان میان ترم نمیشد به این زودی تمرین های این بخش رو انجام داد. "
212,؟
212,سلام وقتتون بخیر. من قسمت اول جلسه یازدهم رو به طور کامل مشاهده کردم و به سوالات چهارگزینه ای پاسخ دادم ولی بعد از اتمام ویدیو پاسخ به سوالاتم ثبت نشده و چندبار دیگه ویدیو رو پلی کردم و دوباره به سوالات جواب دادم و باز هم ثبت نشد این دفعه از طریق کلیک روی گزینه ( نیازی به مشاهده ویدیو ندارم و میخواهم فقط به سوالات جواب دهم) اقدام کردم ولی موقع ثبت به من پیام دسترسی غیرمجاز رو نشون داد. لطفا پیگیری کنید.ممنون
212,مصورسازی و تحلیل داده قسمت 1
215,"سلام خسته نباشید! یک درخواستی از شما داشتم! با توجه به اینکه الان در دوره امتحانات مستمر هستیم ، میشه لطفا مهلت ارسال تمارین رو مثلا یک هفته دیگر باز کنید. خیلی ممنون میشم!"
219,"با سلام خدمت پشتیبانی کی‌برد هوش مصنوعی بنده در حال مشاهده ی قسمت چهارم آموزش پایتون (۳) بودم و قبل از اینکه به سوال سوم پاسخ بدم، برق خونمون رفت و وقتی برگشتم دیدم که بدون اینکه به سوال سوم پاسخ بدم سیستم برام امتیاز رو ثبت کرده و امتیاز ۰ از ۶ رو ثبت کرده. آیا کاری هست که من بتونم انجام بدم تا قابلیت پاسخ مجدد به سوالات برام باز بشه یا خیر ؟"
223,"سلام خوب هستید؟  من ویدیو آموزشی پایتون جلسه دوم ویدیو سوم را در حال ديدن بودم که گوشیم زنگ خورد و بعد که دوباره می خواستم ادامه ویدیو را ببینم ، ویدیو برای من به اتمام رسیده بود و سوالات بدون اینکه من پاسخ بدم ثبت شده بودند ،ممنون میشم اگر میشه من بتونم به سوالات پاسخ بدم و امتیازشان بگیرم چون من حتی به سوالات نرسیده بودم که این اتفاق افتاد.‌‌"
224,ویدیو برام باز نمیکنه و علامت ضربدر همیشه وسطش میمونه چیکار کنم؟ 
224,این هستش
224,از گوشی استفاده میکنم و سامسونگه گوشیم اندرویدشم فکر کنم هشت
224,میشه 
224,"جواب بدین ، الان واسم باز نمیکنه خب نمیتونم ببینم"
227,سلام روز بخیر امتیاز تمرین جلسه دوم قسمت 1 برای من ثبت نشده. لطفا پیگیری بفرمایید.
227,سلام تست حداکثر حجم فایل قابل بارگذاری
227,تست
228,slm vghteton b kheyr madrese y ma dar ordibehesht emtehan shebhe nahayi baramon gozasht baraye hamin man natonestam vidio ha ro bebinam va tamarin ro ersal konam lotfan zaman ersal ro tamdid konid  ta tir mah ke ma vidio ha ro bebinim o tamarin ro ersal konim
228,سلام وقتتون بخیر میشه لطفا مهلت ارسال تمارین رو افزایش بدید من هر ویدیو یی رو که از پایتون میدید زمان زیادی رو صرف تمرین و انجام پروژه های جدید میکردم و نتونستم توی اون تایم تمام ویدیو هارو ببینم خواهشن زمان ارسال تمارین رو افزایش بدید
228,سلام خبر خوبتون اینه که میخواین یه مسابقه بزارید برای برنامه نویسی و به برنده جایزه بدید ؟
228,یا اینکه دوباره امتیاز ارسال تمارین رو افزایش بدید به همون ۵ امتیاز ؟
228,یا اینکه اونایی که کارشون خوبه رو توی شرکت همراه اول استخدام کنید ؟
228,"سلام اسم من مهدیس مظاهری هست نه مهدی ، لطفا توی گروه اصلاح کنید 🥲"
228,سلام وقتتون بخیر  من یکی از کسایی بودم که در ازمون استعداد یابیتون قبول شدم تا یه مدت دنبال میکردم ولی یبار گزاشتم کنار بزرگترین اشتباهو کردم خیلی پشیمونم از اینکه دنبال نکردم آموزش هارو میشه دوباره از تابستون سال دیگه این رویداد رو از اول شروع کنید تا من بتونم باهاتون همراه بشم خواهش میکنم 🙏🙏🙏🙏
229,ببخشید الان با وجود شروع امتحانات بعضی ها نمیتونن جلسات رو ببینن برای مثال من جلسه 2 هستم و الان تمامی تمرین ها و اموزشات بسته شده لطفا تا اتمام امتحانات خرداد باز کنید  
229,ببینین مثلا من قسمت دو را دیدم ولی برای ارسال تمرین مشکل دارن
229,م
229,ببخشید چرا هنوز جواب ندادین؟
230,سلام لطفا بدلیل شروع امتحانات از 20 اردیبهشت تا 20 خرداد ادامه آموزش بعد از امتحانات صورت گیرد و زمان ارسال تمرینات افزایش یابد
231,سلام ببخشید یک سوالی داشتم دیگه نمی تونیم تمرین ها رو در سایت بارگذاری کنیم ؟
231,ممنون 
232,با عرض سلام و احترام به شما عزیزان خواهشی که از شما دارم این است که جواب درست پایتون 3 قسمت 1 را برام ارسال کنید با تشکر فراوان
233,با سلام. لطفا سرعت 1.75 هم به سرعت فیلم ها اضافه کنید. با تشکر
233,"با سلام. چرا برای ویدیوی های ""حل تمرین"" در قسمت ""تمرین ها"" میتوان تمرین ارسال نمود؟😁"
233,باسلام دوباره.
233,ببخشید چجوری بعضی ها مثلا 229 تا امتیاز گرفتن؟ مگه سوالا دونمره ای و تمرینا 5 نمره ای نیست؟ 
233,که در اینصورت هیچوقت هیچ کس نمره اش عددی مثل 229 نمیشه
233,منظورم از نمره همون امتیازه
233,با سلام. از کی قرار هست بارگذاری فیلم ها را مجددا آغاز کنید؟
233,"با سلام. با توجه به اینکه قسمتی ار مهلت ارسال تمرین فیلم جلسه هارم پایتون در ایام دهه محرم و تاسوعا عاشورا بوده است، در صورت امکان، زمان ارسال تمرین این جلسه را چند روزی افزایش دهید"
233,خیلی ممنون
233,سلام دوباره. ببخشید با توجه به اینکه حدود 10 روز دیگه اربعین هست و خیلیا نیستن میخواستم ببینم برنامه به چه شکلی قراره باشه و اینکه آیا تو اون مدت زمان فیلم میذارید یا خیر
233,"با سلام. بازم یه درخواست دیگه :)  //  من برنامه جایزه های قرعه کشی تون رو دیدم بعد بنظرم اگر مثلا بدون قرعه کشی به افراد5 نفر اول، 10 نفر اول، 15 نفر اول یا هرچی صلاح میدونید جایزه بدید. چون مثلا در اولین قرعه کشیتون که بالاترین حداقل امتیاز 250 هست و 10 نفر اول حدود 450 امتیاز خواهند داشت که یعنی 200 امتیاز بیشتر! بنظر شما نباید یه فرقی با همه ی اونایی که بالاتر از 250 امتیاز دارن داشته باشن؟"
